89,116,mask,1,1,1,left,left,True,0.12,bottom,left,0.487,True
89,116,mask,2,1,2,left,right,False,0.096,top,right,0.503,True
89,116,mask,3,1,3,left,right,False,0.12,top,right,0.407,True
89,116,mask,4,1,4,right,right,True,0.024,top,left,0.46,False
89,116,mask,5,1,5,left,left,True,0.048,top,right,0.423,False
89,116,mask,6,1,6,right,right,True,0.048,bottom,right,1.077,True
89,116,mask,7,1,7,left,left,True,0.12,top,right,0.621,False
89,116,mask,8,1,8,right,left,False,0.0,bottom,right,0.446,False
89,116,mask,9,1,9,right,left,False,0.12,top,left,0.389,True
89,116,mask,10,1,10,right,right,True,0.048,top,left,1.246,False
89,116,mask,11,1,11,left,left,True,0.072,bottom,left,0.547,True
89,116,mask,12,1,12,left,left,True,0.024,bottom,left,0.293,True
89,116,mask,13,1,13,left,right,False,0.096,bottom,right,0.436,True
89,116,mask,14,1,14,left,left,True,0.072,top,left,0.717,True
89,116,mask,15,1,15,left,right,False,0.072,top,left,0.678,False
89,116,mask,16,1,16,left,right,False,0.072,top,right,0.447,True
89,116,mask,17,1,17,left,right,False,0.12,bottom,right,0.387,True
89,116,mask,18,1,18,right,right,True,0.0,bottom,right,0.275,True
89,116,mask,19,1,19,right,right,True,0.072,top,right,0.39,True
89,116,mask,20,1,20,right,left,False,0.12,top,right,0.306,False
89,116,mask,21,1,21,right,right,True,0.072,bottom,right,0.346,True
89,116,mask,22,1,22,left,right,False,0.072,bottom,right,0.377,True
89,116,mask,23,1,23,left,left,True,0.048,bottom,right,0.238,False
89,116,mask,24,1,24,left,left,True,0.0,bottom,left,0.489,True
89,116,mask,25,1,25,left,right,False,0.12,bottom,right,0.584,True
89,116,mask,26,1,26,right,right,True,0.024,bottom,right,0.343,True
89,116,mask,27,1,27,right,right,True,0.096,top,right,0.332,True
89,116,mask,28,1,28,right,right,True,0.072,top,right,0.559,True
89,116,mask,29,1,29,left,right,False,0.072,bottom,right,0.384,True
89,116,mask,30,1,30,right,left,False,0.096,top,left,0.622,True
89,116,mask,31,1,31,left,left,True,0.024,top,left,0.355,True
89,116,mask,32,1,32,left,right,False,0.0,top,right,0.417,True
89,116,mask,33,1,33,left,right,False,0.0,bottom,left,0.422,False
89,116,mask,34,1,34,right,right,True,0.12,top,right,0.282,True
89,116,mask,35,1,35,right,right,True,0.096,bottom,right,0.173,True
89,116,mask,36,1,36,left,left,True,0.12,top,left,0.311,True
89,116,mask,37,1,37,left,left,True,0.048,bottom,right,0.251,False
89,116,mask,38,1,38,left,left,True,0.072,bottom,left,1.047,True
89,116,mask,39,1,39,right,right,True,0.024,top,right,0.57,True
89,116,mask,40,1,40,right,left,False,0.12,bottom,left,0.35,True
89,116,mask,41,1,41,right,right,True,0.0,top,right,0.354,True
89,116,mask,42,1,42,right,right,True,0.0,bottom,right,0.9,True
89,116,mask,43,1,43,left,right,False,0.024,bottom,right,0.37,True
89,116,mask,44,1,44,right,left,False,0.0,bottom,left,0.99,True
89,116,mask,45,1,45,right,left,False,0.072,bottom,left,0.431,True
89,116,mask,46,1,46,right,right,True,0.072,bottom,right,0.749,True
89,116,mask,47,1,47,left,left,True,0.024,bottom,left,0.83,True
89,116,mask,48,1,48,left,left,True,0.12,bottom,left,0.236,True
89,116,mask,49,1,49,right,left,False,0.096,bottom,left,0.478,True
89,116,mask,50,1,50,right,left,False,0.072,bottom,right,0.244,False
89,116,mask,51,1,51,right,right,True,0.0,top,left,0.541,False
89,116,mask,52,1,52,left,left,True,0.048,top,left,0.414,True
89,116,mask,53,1,53,left,left,True,0.048,bottom,left,0.507,True
89,116,mask,54,1,54,left,left,True,0.024,top,left,0.465,True
89,116,mask,55,1,55,left,right,False,0.096,top,right,0.475,True
89,116,mask,56,1,56,right,left,False,0.024,bottom,left,0.415,True
89,116,mask,57,1,57,left,left,True,0.0,top,right,0.421,False
89,116,mask,58,1,58,left,left,True,0.048,top,right,0.687,False
89,116,mask,59,1,59,left,right,False,0.096,bottom,right,0.423,True
89,116,mask,60,1,60,right,left,False,0.048,top,left,0.474,True
89,116,mask,61,1,61,left,right,False,0.072,top,right,0.439,True
89,116,mask,62,1,62,right,left,False,0.048,bottom,left,0.4,True
89,116,mask,63,1,63,right,right,True,0.072,top,right,0.307,True
89,116,mask,64,1,64,right,left,False,0.024,top,right,0.554,False
89,116,mask,65,1,65,left,left,True,0.0,bottom,left,0.621,True
89,116,mask,66,1,66,left,left,True,0.0,top,left,0.47,True
89,116,mask,67,1,67,left,left,True,0.096,bottom,left,0.621,True
89,116,mask,68,1,68,left,left,True,0.12,top,left,0.408,True
89,116,mask,69,1,69,right,right,True,0.096,top,right,0.934,True
89,116,mask,70,1,70,left,right,False,0.072,bottom,right,0.374,True
89,116,mask,71,1,71,left,left,True,0.096,top,right,0.496,False
89,116,mask,72,1,72,right,right,True,0.12,bottom,right,0.23,True
89,116,mask,73,1,73,right,right,True,0.12,bottom,right,0.917,True
89,116,mask,74,1,74,left,right,False,0.0,top,right,0.686,True
89,116,mask,75,1,75,left,right,False,0.048,bottom,right,0.422,True
89,116,mask,76,1,76,right,right,True,0.0,bottom,right,0.244,True
89,116,mask,77,1,77,left,right,False,0.024,top,right,0.35,True
89,116,mask,78,1,78,left,right,False,0.024,top,right,0.203,True
